Test_Id,Distribution,output_file_path,Agent_1_Max,Agent_1_Max_Unclipped,Agent_1_Sum,Agent_1_Sum_Unclipped,Agent_2_Max,Agent_2_Max_Unclipped,Agent_2_Sum,Agent_2_Sum_Unclipped,Agent_3_Max,Agent_3_Max_Unclipped,Agent_3_Sum,Agent_3_Sum_Unclipped,Agent_4_Max,Agent_4_Max_Unclipped,Agent_4_Sum,Agent_4_Sum_Unclipped,Agent_5_Max,Agent_5_Max_Unclipped,Agent_5_Sum,Agent_5_Sum_Unclipped,Max_Envies,Max_Envies_Unclipped,Sum_Envies,Sum_Envies_Unclipped,Envy_Freeness,Number_of_Possible_Allocations,Number_of_Envy_Free_Allocations,Max_Nash_Welfare,Max_Utilitarian_Welfare,Max_Egalitarian_Welfare,LLM_Nash_Welfare,LLM_Utilitarian_Welfare,LLM_Egalitarian_Welfare
72,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_72.txt,80.0,80.0,100.0,-20.0,7.0,7.0,7.0,-216.0,0.0,-71.0,0.0,-376.0,0.0,-9.0,0.0,-138.0,0.0,-16.0,0.0,-300.0,80.0,80.0,107.0,-1050.0,False,78125.0,0.0,15038383360.0,580.0,80.0,14287532259.0,555.0,77.0
73,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_73.txt,87.0,87.0,87.0,-57.0,46.0,46.0,115.0,9.0,0.0,-15.0,0.0,-306.0,15.0,15.0,17.0,-240.0,5.0,5.0,5.0,-204.0,87.0,87.0,224.0,-798.0,False,78125.0,0.0,9434657232.0,537.0,78.0,3217359600.0,470.0,30.0
74,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_74.txt,14.0,14.0,18.0,-202.0,0.0,-9.0,0.0,-317.0,84.0,84.0,227.0,227.0,0.0,-22.0,0.0,-369.0,0.0,-23.0,0.0,-284.0,84.0,84.0,245.0,-945.0,False,78125.0,0.0,8994216000.0,596.0,81.0,5967793260.0,558.0,52.0
75,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_75.txt,147.0,147.0,164.0,-33.0,16.0,16.0,16.0,-209.0,6.0,6.0,6.0,-299.0,0.0,-25.0,0.0,-343.0,14.0,14.0,20.0,-130.0,147.0,147.0,206.0,-1014.0,False,78125.0,1.0,15932624400.0,571.0,89.0,4265076690.0,524.0,21.0
76,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_76.txt,101.0,101.0,208.0,75.0,30.0,30.0,30.0,-313.0,112.0,112.0,209.0,35.0,0.0,-64.0,0.0,-552.0,48.0,48.0,48.0,-293.0,112.0,112.0,495.0,-1048.0,False,78125.0,0.0,12683614944.0,558.0,91.0,0.0,552.0,0.0
77,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_77.txt,49.0,49.0,113.0,46.0,56.0,56.0,113.0,50.0,5.0,5.0,10.0,-275.0,25.0,25.0,25.0,-240.0,0.0,-45.0,0.0,-306.0,56.0,56.0,261.0,-725.0,False,78125.0,0.0,19233179460.0,595.0,90.0,9042559500.0,523.0,65.0
78,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_78.txt,14.0,14.0,14.0,-201.0,19.0,19.0,19.0,-159.0,0.0,-40.0,0.0,-307.0,0.0,-38.0,0.0,-323.0,60.0,60.0,142.0,142.0,60.0,60.0,175.0,-848.0,False,78125.0,0.0,14259423360.0,581.0,90.0,8688425200.0,538.0,61.0
79,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_79.txt,33.0,33.0,33.0,-137.0,0.0,-16.0,0.0,-174.0,45.0,45.0,76.0,24.0,0.0,-1.0,0.0,-161.0,43.0,43.0,62.0,-8.0,45.0,45.0,171.0,-456.0,False,78125.0,0.0,17320699440.0,625.0,93.0,5212706400.0,457.0,60.0
80,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_80.txt,42.0,42.0,101.0,97.0,32.0,32.0,32.0,-165.0,0.0,-44.0,0.0,-271.0,0.0,-8.0,0.0,-215.0,0.0,-24.0,0.0,-293.0,42.0,42.0,133.0,-847.0,False,78125.0,0.0,10295355840.0,519.0,82.0,8366745114.0,494.0,79.0
81,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_81.txt,38.0,38.0,83.0,48.0,0.0,-9.0,0.0,-224.0,34.0,34.0,34.0,-136.0,2.0,2.0,2.0,-223.0,0.0,-1.0,0.0,-101.0,38.0,38.0,119.0,-636.0,False,78125.0,0.0,3506539764.0,448.0,71.0,2148950628.0,394.0,44.0
82,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_82.txt,0.0,-14.0,0.0,-221.0,0.0,-13.0,0.0,-268.0,31.0,31.0,31.0,-153.0,68.0,68.0,102.0,97.0,0.0,-10.0,0.0,-216.0,68.0,68.0,133.0,-761.0,False,78125.0,1.0,7618665600.0,529.0,79.0,3914661960.0,465.0,41.0
83,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_83.txt,107.0,107.0,212.0,160.0,40.0,40.0,40.0,-136.0,21.0,21.0,21.0,-151.0,38.0,38.0,38.0,-188.0,0.0,-14.0,0.0,-237.0,107.0,107.0,311.0,-552.0,False,78125.0,0.0,7337792280.0,514.0,82.0,1602040560.0,422.0,20.0
84,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_84.txt,109.0,109.0,142.0,110.0,0.0,-7.0,0.0,-181.0,47.0,47.0,47.0,-142.0,0.0,-12.0,0.0,-159.0,16.0,16.0,16.0,-118.0,109.0,109.0,205.0,-490.0,False,78125.0,0.0,12338639280.0,542.0,89.0,5020202880.0,468.0,44.0
85,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_85.txt,52.0,52.0,52.0,-129.0,19.0,19.0,19.0,-101.0,41.0,41.0,41.0,-136.0,70.0,70.0,132.0,65.0,0.0,-21.0,0.0,-255.0,70.0,70.0,244.0,-556.0,False,78125.0,0.0,6745390080.0,527.0,74.0,2326091913.0,409.0,31.0
86,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_86.txt,20.0,20.0,20.0,-73.0,4.0,4.0,4.0,-203.0,0.0,-41.0,0.0,-261.0,7.0,7.0,7.0,-110.0,0.0,0.0,0.0,-150.0,20.0,20.0,31.0,-797.0,False,78125.0,3.0,7913642880.0,505.0,78.0,4304497120.0,426.0,71.0
87,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_87.txt,7.0,7.0,7.0,-174.0,0.0,-16.0,0.0,-178.0,0.0,-34.0,0.0,-195.0,8.0,8.0,8.0,-93.0,0.0,-1.0,0.0,-124.0,8.0,8.0,15.0,-764.0,False,78125.0,0.0,4509004500.0,527.0,70.0,3226172976.0,427.0,39.0
88,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_88.txt,26.0,26.0,26.0,-319.0,46.0,46.0,89.0,-18.0,28.0,28.0,36.0,-15.0,0.0,-22.0,0.0,-341.0,0.0,-57.0,0.0,-392.0,46.0,46.0,151.0,-1085.0,False,78125.0,0.0,14194834500.0,644.0,97.0,11778751320.0,586.0,57.0
89,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_89.txt,0.0,-3.0,0.0,-207.0,3.0,3.0,3.0,-218.0,14.0,14.0,14.0,-115.0,0.0,-21.0,0.0,-300.0,0.0,-84.0,0.0,-390.0,14.0,14.0,17.0,-1230.0,False,78125.0,0.0,12167308296.0,536.0,92.0,12167308296.0,536.0,72.0
90,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_90.txt,25.0,25.0,25.0,-44.0,0.0,-43.0,0.0,-317.0,0.0,-13.0,0.0,-198.0,0.0,-4.0,0.0,-231.0,51.0,51.0,83.0,25.0,51.0,51.0,108.0,-765.0,False,78125.0,0.0,9806361600.0,554.0,85.0,4306346880.0,459.0,44.0
91,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_91.txt,0.0,-2.0,0.0,-262.0,7.0,7.0,7.0,-256.0,17.0,17.0,17.0,-38.0,0.0,-15.0,0.0,-301.0,0.0,-11.0,0.0,-270.0,17.0,17.0,24.0,-1127.0,False,78125.0,0.0,14618147544.0,555.0,91.0,12778212356.0,555.0,82.0
92,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_92.txt,82.0,82.0,176.0,38.0,94.0,94.0,179.0,134.0,66.0,66.0,66.0,-257.0,9.0,9.0,9.0,-236.0,0.0,-8.0,0.0,-326.0,94.0,94.0,430.0,-647.0,False,78125.0,0.0,12714920064.0,566.0,85.0,2074978752.0,494.0,16.0
93,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_93.txt,24.0,24.0,65.0,41.0,18.0,18.0,18.0,-230.0,7.0,7.0,7.0,-161.0,0.0,-38.0,0.0,-371.0,0.0,-13.0,0.0,-314.0,24.0,24.0,90.0,-1035.0,False,78125.0,1.0,9547906368.0,572.0,81.0,4850648348.0,495.0,37.0
94,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_94.txt,94.0,94.0,126.0,62.0,30.0,30.0,52.0,-62.0,54.0,54.0,54.0,-231.0,8.0,8.0,8.0,-277.0,0.0,-6.0,0.0,-338.0,94.0,94.0,240.0,-846.0,False,78125.0,0.0,16088730624.0,585.0,84.0,3942275568.0,524.0,22.0
95,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_95.txt,28.0,28.0,36.0,-109.0,0.0,-17.0,0.0,-273.0,0.0,-36.0,0.0,-335.0,42.0,42.0,108.0,101.0,66.0,66.0,69.0,-54.0,66.0,66.0,213.0,-670.0,False,78125.0,0.0,15000729996.0,581.0,90.0,7432482225.0,505.0,59.0
96,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_96.txt,78.0,78.0,127.0,-13.0,72.0,72.0,72.0,-13.0,0.0,-50.0,0.0,-332.0,41.0,41.0,41.0,-240.0,40.0,40.0,40.0,-193.0,78.0,78.0,280.0,-791.0,False,78125.0,0.0,9346708800.0,549.0,75.0,1827625800.0,489.0,13.0
97,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_97.txt,109.0,109.0,124.0,55.0,119.0,119.0,176.0,59.0,4.0,4.0,4.0,-389.0,8.0,8.0,8.0,-391.0,0.0,-60.0,0.0,-575.0,119.0,119.0,312.0,-1241.0,False,78125.0,2.0,15547878720.0,575.0,97.0,0.0,575.0,0.0
98,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_98.txt,170.0,170.0,233.0,166.0,0.0,0.0,0.0,-550.0,0.0,0.0,0.0,-550.0,60.0,60.0,86.0,-333.0,87.0,87.0,163.0,143.0,170.0,170.0,482.0,-1124.0,False,78125.0,0.0,6108333750.0,551.0,75.0,0.0,550.0,0.0
99,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_99.txt,45.0,45.0,60.0,-36.0,0.0,-29.0,0.0,-235.0,8.0,8.0,8.0,-158.0,0.0,-16.0,0.0,-206.0,0.0,-4.0,0.0,-117.0,45.0,45.0,68.0,-752.0,False,78125.0,0.0,9781689060.0,521.0,78.0,6828852888.0,485.0,61.0
100,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_100.txt,34.0,34.0,47.0,-62.0,0.0,-31.0,0.0,-289.0,46.0,46.0,109.0,27.0,20.0,20.0,20.0,-241.0,0.0,-44.0,0.0,-286.0,46.0,46.0,176.0,-851.0,False,78125.0,0.0,25972008480.0,656.0,95.0,18336291840.0,599.0,79.0
101,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_101.txt,47.0,47.0,56.0,48.0,116.0,116.0,154.0,36.0,8.0,8.0,8.0,-304.0,50.0,50.0,50.0,-261.0,0.0,-43.0,0.0,-379.0,116.0,116.0,268.0,-860.0,False,78125.0,1.0,12804163020.0,559.0,96.0,8186450976.0,526.0,41.0
102,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_102.txt,97.0,97.0,97.0,-112.0,89.0,89.0,89.0,-261.0,91.0,91.0,91.0,-36.0,36.0,36.0,36.0,-131.0,0.0,-94.0,0.0,-563.0,97.0,97.0,313.0,-1103.0,False,78125.0,0.0,12759326580.0,580.0,93.0,0.0,563.0,0.0
103,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_103.txt,0.0,-16.0,0.0,-339.0,6.0,6.0,6.0,-170.0,0.0,-45.0,0.0,-380.0,0.0,-24.0,0.0,-292.0,52.0,52.0,88.0,37.0,52.0,52.0,94.0,-1144.0,False,78125.0,0.0,15640361100.0,575.0,93.0,14010012900.0,575.0,78.0
104,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_104.txt,0.0,-37.0,0.0,-292.0,14.0,14.0,14.0,-225.0,0.0,-60.0,0.0,-339.0,15.0,15.0,29.0,-32.0,0.0,-21.0,0.0,-279.0,15.0,15.0,43.0,-1167.0,False,78125.0,0.0,14035365072.0,553.0,84.0,14035365072.0,552.0,83.0
105,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_105.txt,13.0,13.0,13.0,-308.0,0.0,-32.0,0.0,-418.0,0.0,-6.0,0.0,-321.0,81.0,81.0,216.0,216.0,0.0,-10.0,0.0,-294.0,81.0,81.0,229.0,-1125.0,False,78125.0,0.0,13905295920.0,598.0,89.0,11079432000.0,585.0,70.0
106,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_106.txt,51.0,51.0,90.0,29.0,0.0,-57.0,0.0,-275.0,0.0,-10.0,0.0,-163.0,0.0,-16.0,0.0,-116.0,0.0,-4.0,0.0,-189.0,51.0,51.0,90.0,-714.0,False,78125.0,0.0,11021789520.0,605.0,85.0,4210765020.0,425.0,69.0
107,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_107.txt,24.0,24.0,24.0,-193.0,14.0,14.0,14.0,-220.0,0.0,-64.0,0.0,-455.0,28.0,28.0,28.0,-129.0,0.0,-11.0,0.0,-422.0,28.0,28.0,66.0,-1419.0,False,78125.0,0.0,13748434560.0,591.0,87.0,13748434560.0,591.0,60.0
108,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_108.txt,94.0,94.0,99.0,-12.0,15.0,15.0,15.0,-160.0,20.0,20.0,20.0,-113.0,0.0,-16.0,0.0,-213.0,51.0,51.0,127.0,102.0,94.0,94.0,261.0,-396.0,False,78125.0,0.0,14522913720.0,576.0,84.0,2253422976.0,391.0,49.0
109,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_109.txt,71.0,71.0,81.0,-5.0,75.0,75.0,75.0,-125.0,0.0,-8.0,0.0,-264.0,0.0,-32.0,0.0,-308.0,0.0,-12.0,0.0,-284.0,75.0,75.0,156.0,-986.0,False,78125.0,0.0,16286219040.0,591.0,91.0,10338503175.0,527.0,65.0
110,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_110.txt,122.0,122.0,203.0,157.0,10.0,10.0,10.0,-204.0,4.0,4.0,4.0,-209.0,0.0,-59.0,0.0,-367.0,21.0,21.0,21.0,-84.0,122.0,122.0,238.0,-707.0,False,78125.0,1.0,12000467520.0,561.0,91.0,951845868.0,475.0,6.0
111,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_111.txt,106.0,106.0,162.0,138.0,43.0,43.0,43.0,-139.0,0.0,-10.0,0.0,-207.0,0.0,-30.0,0.0,-290.0,54.0,54.0,127.0,50.0,106.0,106.0,332.0,-448.0,False,78125.0,0.0,14319047808.0,577.0,83.0,4092042240.0,467.0,33.0
112,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_112.txt,0.0,-27.0,0.0,-312.0,30.0,30.0,30.0,-177.0,0.0,-30.0,0.0,-366.0,8.0,8.0,11.0,-291.0,13.0,13.0,13.0,-134.0,30.0,30.0,54.0,-1280.0,False,78125.0,2.0,7841598336.0,532.0,78.0,4638245976.0,498.0,42.0
113,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_113.txt,0.0,-46.0,0.0,-388.0,90.0,90.0,248.0,248.0,0.0,-6.0,0.0,-339.0,0.0,-27.0,0.0,-337.0,0.0,-31.0,0.0,-326.0,90.0,90.0,248.0,-1142.0,False,78125.0,1.0,11521498560.0,539.0,82.0,6801575088.0,532.0,58.0
114,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_114.txt,148.0,148.0,345.0,345.0,0.0,-85.0,0.0,-575.0,66.0,66.0,68.0,-192.0,6.0,6.0,6.0,-335.0,73.0,73.0,90.0,-95.0,148.0,148.0,509.0,-852.0,False,78125.0,0.0,12639060720.0,575.0,85.0,0.0,575.0,0.0
115,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_115.txt,22.0,22.0,38.0,14.0,0.0,-5.0,0.0,-115.0,17.0,17.0,18.0,-185.0,0.0,-66.0,0.0,-316.0,0.0,-5.0,0.0,-221.0,22.0,22.0,56.0,-823.0,False,78125.0,0.0,14056384680.0,579.0,87.0,7577856000.0,504.0,65.0
116,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_116.txt,18.0,18.0,18.0,6.0,0.0,-13.0,0.0,-246.0,0.0,-6.0,0.0,-299.0,0.0,-7.0,0.0,-176.0,0.0,-43.0,0.0,-278.0,18.0,18.0,18.0,-993.0,False,78125.0,0.0,11862670092.0,548.0,89.0,11862670092.0,531.0,89.0
117,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_117.txt,0.0,-29.0,0.0,-239.0,48.0,48.0,48.0,-18.0,10.0,10.0,12.0,-136.0,0.0,-22.0,0.0,-266.0,43.0,43.0,43.0,-73.0,48.0,48.0,103.0,-732.0,False,78125.0,0.0,9717422720.0,588.0,84.0,6678422784.0,490.0,67.0
118,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_118.txt,0.0,-19.0,0.0,-238.0,77.0,77.0,81.0,8.0,0.0,-76.0,0.0,-470.0,27.0,27.0,27.0,-138.0,46.0,46.0,46.0,-203.0,77.0,77.0,154.0,-1041.0,False,78125.0,0.0,12482177280.0,550.0,94.0,7759864200.0,547.0,33.0
119,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_119.txt,0.0,-32.0,0.0,-360.0,72.0,72.0,72.0,-36.0,53.0,53.0,63.0,8.0,0.0,-30.0,0.0,-376.0,0.0,-49.0,0.0,-389.0,72.0,72.0,135.0,-1153.0,False,78125.0,0.0,20005223238.0,607.0,86.0,16793838864.0,591.0,72.0
120,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_120.txt,51.0,51.0,51.0,-41.0,24.0,24.0,46.0,-165.0,3.0,3.0,3.0,-325.0,86.0,86.0,195.0,141.0,39.0,39.0,39.0,-213.0,86.0,86.0,334.0,-603.0,False,78125.0,0.0,13374458370.0,568.0,91.0,152620104.0,476.0,1.0
121,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_121.txt,34.0,34.0,34.0,-366.0,99.0,99.0,139.0,68.0,24.0,24.0,24.0,-272.0,0.0,-79.0,0.0,-564.0,41.0,41.0,41.0,-177.0,99.0,99.0,238.0,-1311.0,False,78125.0,0.0,11887920000.0,567.0,79.0,0.0,564.0,0.0
122,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_122.txt,8.0,8.0,8.0,-99.0,4.0,4.0,4.0,-132.0,23.0,23.0,23.0,-229.0,41.0,41.0,41.0,-195.0,12.0,12.0,12.0,-200.0,41.0,41.0,88.0,-855.0,False,78125.0,0.0,6773224920.0,512.0,82.0,2814153408.0,427.0,46.0
123,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_123.txt,0.0,-25.0,0.0,-171.0,18.0,18.0,18.0,-239.0,10.0,10.0,10.0,-146.0,0.0,-28.0,0.0,-351.0,0.0,-5.0,0.0,-142.0,18.0,18.0,28.0,-1049.0,False,78125.0,1.0,11367012528.0,567.0,83.0,9044334320.0,512.0,62.0
124,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_124.txt,41.0,41.0,78.0,-147.0,10.0,10.0,10.0,-146.0,85.0,85.0,85.0,-104.0,0.0,-48.0,0.0,-287.0,43.0,43.0,71.0,24.0,85.0,85.0,244.0,-660.0,False,78125.0,0.0,2791108320.0,532.0,60.0,133154280.0,390.0,3.0
125,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_125.txt,75.0,75.0,115.0,115.0,0.0,-23.0,0.0,-276.0,16.0,16.0,16.0,-240.0,0.0,-33.0,0.0,-312.0,0.0,-55.0,0.0,-324.0,75.0,75.0,131.0,-1037.0,False,78125.0,0.0,19273446720.0,597.0,95.0,10809192933.0,541.0,77.0
126,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_126.txt,155.0,155.0,266.0,263.0,147.0,147.0,175.0,76.0,36.0,36.0,59.0,-228.0,0.0,-58.0,0.0,-548.0,17.0,17.0,17.0,-418.0,155.0,155.0,517.0,-855.0,False,78125.0,0.0,14785938720.0,566.0,86.0,0.0,548.0,0.0
127,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_127.txt,21.0,21.0,21.0,-253.0,60.0,60.0,111.0,48.0,0.0,-38.0,0.0,-350.0,65.0,65.0,70.0,-6.0,18.0,18.0,18.0,-280.0,65.0,65.0,220.0,-841.0,False,78125.0,0.0,11118907800.0,573.0,75.0,4177663776.0,523.0,27.0
128,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_128.txt,6.0,6.0,11.0,-365.0,97.0,97.0,186.0,62.0,0.0,-34.0,0.0,-506.0,85.0,85.0,212.0,212.0,43.0,43.0,43.0,-315.0,97.0,97.0,452.0,-912.0,False,78125.0,0.0,4610474505.0,535.0,66.0,0.0,506.0,0.0
129,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_129.txt,113.0,113.0,129.0,23.0,78.0,78.0,119.0,-73.0,77.0,77.0,77.0,-114.0,0.0,-87.0,0.0,-461.0,17.0,17.0,17.0,-217.0,113.0,113.0,342.0,-842.0,False,78125.0,0.0,10145989854.0,577.0,87.0,0.0,461.0,0.0
130,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_130.txt,52.0,52.0,58.0,-118.0,66.0,66.0,66.0,-113.0,0.0,-21.0,0.0,-350.0,0.0,-25.0,0.0,-357.0,0.0,-45.0,0.0,-307.0,66.0,66.0,124.0,-1245.0,False,78125.0,0.0,16801244460.0,599.0,91.0,12044528496.0,572.0,48.0
131,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_131.txt,0.0,-15.0,0.0,-241.0,0.0,-15.0,0.0,-351.0,57.0,57.0,57.0,-39.0,116.0,116.0,121.0,-16.0,0.0,-17.0,0.0,-340.0,116.0,116.0,178.0,-987.0,False,78125.0,0.0,21102141060.0,609.0,91.0,13278545280.0,572.0,66.0
132,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_132.txt,0.0,-28.0,0.0,-269.0,15.0,15.0,15.0,-247.0,0.0,-29.0,0.0,-303.0,0.0,-7.0,0.0,-234.0,79.0,79.0,154.0,148.0,79.0,79.0,169.0,-905.0,False,78125.0,0.0,18278810550.0,593.0,91.0,12830415780.0,569.0,78.0
133,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_133.txt,0.0,0.0,0.0,-564.0,131.0,131.0,204.0,-28.0,140.0,140.0,199.0,149.0,120.0,120.0,160.0,-66.0,0.0,0.0,0.0,-564.0,140.0,140.0,563.0,-1073.0,False,78125.0,0.0,11617792200.0,564.0,83.0,0.0,564.0,0.0
134,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_134.txt,79.0,79.0,107.0,-33.0,0.0,-17.0,0.0,-307.0,77.0,77.0,77.0,-57.0,18.0,18.0,20.0,-175.0,0.0,-31.0,0.0,-357.0,79.0,79.0,204.0,-929.0,False,78125.0,0.0,19671960840.0,592.0,97.0,12046927200.0,543.0,73.0
135,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_135.txt,0.0,-59.0,0.0,-386.0,9.0,9.0,9.0,-261.0,13.0,13.0,13.0,-109.0,0.0,-36.0,0.0,-297.0,0.0,-19.0,0.0,-287.0,13.0,13.0,22.0,-1340.0,False,78125.0,1.0,14202915480.0,625.0,89.0,14202915480.0,581.0,61.0
136,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_136.txt,15.0,15.0,15.0,-132.0,2.0,2.0,2.0,-141.0,16.0,16.0,20.0,-96.0,0.0,-14.0,0.0,-289.0,18.0,18.0,18.0,-116.0,18.0,18.0,55.0,-774.0,False,78125.0,0.0,8489586672.0,534.0,73.0,5030129808.0,456.0,58.0
137,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_137.txt,82.0,82.0,101.0,38.0,67.0,67.0,67.0,-265.0,44.0,44.0,44.0,-269.0,0.0,-16.0,0.0,-301.0,63.0,63.0,63.0,-108.0,82.0,82.0,275.0,-905.0,False,78125.0,0.0,17043721648.0,607.0,87.0,3040367772.0,548.0,13.0
138,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_138.txt,14.0,14.0,14.0,-54.0,0.0,-2.0,0.0,-175.0,0.0,-2.0,0.0,-133.0,0.0,-1.0,0.0,-104.0,18.0,18.0,18.0,-123.0,18.0,18.0,32.0,-589.0,False,78125.0,0.0,4246814520.0,499.0,72.0,3022190688.0,415.0,41.0
139,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_139.txt,0.0,-52.0,0.0,-378.0,83.0,83.0,87.0,37.0,0.0,-21.0,0.0,-253.0,69.0,69.0,89.0,22.0,0.0,-64.0,0.0,-319.0,83.0,83.0,176.0,-891.0,False,78125.0,0.0,18216441216.0,614.0,93.0,15234777600.0,580.0,76.0
140,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_140.txt,0.0,-28.0,0.0,-336.0,63.0,63.0,107.0,-83.0,0.0,-11.0,0.0,-243.0,0.0,-16.0,0.0,-314.0,0.0,-4.0,0.0,-116.0,63.0,63.0,107.0,-1092.0,False,78125.0,0.0,12924218880.0,599.0,87.0,12621987840.0,572.0,58.0
141,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_141.txt,0.0,-24.0,0.0,-280.0,0.0,-10.0,0.0,-342.0,88.0,88.0,101.0,73.0,0.0,-57.0,0.0,-399.0,10.0,10.0,10.0,-167.0,88.0,88.0,111.0,-1115.0,False,78125.0,0.0,19803744576.0,610.0,89.0,11718675924.0,543.0,82.0
142,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_142.txt,119.0,119.0,230.0,230.0,0.0,-8.0,0.0,-305.0,39.0,39.0,39.0,-311.0,43.0,43.0,43.0,-233.0,0.0,-34.0,0.0,-359.0,119.0,119.0,312.0,-978.0,False,78125.0,0.0,17793925380.0,628.0,93.0,9463988016.0,581.0,56.0
143,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_143.txt,0.0,-46.0,0.0,-571.0,8.0,8.0,8.0,-342.0,107.0,107.0,161.0,101.0,42.0,42.0,42.0,-323.0,35.0,35.0,74.0,-74.0,107.0,107.0,285.0,-1209.0,False,78125.0,0.0,7176762648.0,606.0,71.0,0.0,571.0,0.0
144,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_144.txt,88.0,88.0,88.0,-43.0,0.0,-2.0,0.0,-325.0,69.0,69.0,77.0,-95.0,31.0,31.0,31.0,-282.0,0.0,-17.0,0.0,-364.0,88.0,88.0,196.0,-1109.0,False,78125.0,0.0,18112375332.0,619.0,93.0,10997266000.0,558.0,50.0
145,uniform,outputs/agents_5/items_7/gpt4o/zero_shot3/output_145.txt,108.0,108.0,267.0,267.0,52.0,52.0,52.0,-291.0,67.0,67.0,67.0,-240.0,44.0,44.0,44.0,-293.0,34.0,34.0,55.0,-270.0,108.0,108.0,485.0,-827.0,False,78125.0,1.0,13839034880.0,587.0,83.0,0.0,473.0,0.0
